Dealer_ID,Dealer_State,Make,Vehicle Category,Vehicle Colour,Listing Month,Transmission Type,Fuel Type,Cylinders,Engine Size,CO2 Emissions
D029,NSW,CHEVROLET,PICKUP TRUCK - STANDARD,Grey,Jul,A8,Z,8,6.2,330
D036,NSW,LINCOLN,MID-SIZE,,Dec,AV,X,4,2,139
D008,WA,PORSCHE,FULL-SIZE,White,Jul,AM8,Z,6,6.25,261
D053,WA,MINI,COMPACT,Grey,Oct,A6,Z,4,1.6,207
D041,VIC,MERCEDES-BENZ,TWO-SEATER,Grey,Apr,AM7,Z,8,4,322
D060,NSW,PORSCHE,MINICOMPACT,Black,Nov,M7,Z,6,3,258
D043,QLD,MAZDA,SUV - SMALL,White,May,M6,X,4,2,188
D022,VIC,PORSCHE,SUV - SMALL,Red,Sep,AM7,Z,6,3,272
D001,WA,FORD,PICKUP TRUCK - STANDARD,Unknown,Oct,AS10,X,6,2.7,277
D014,WA,HYUNDAI,COMPACT,Green,Feb,M6,X,4,1.6,186
D015,VIC,AUDI,SUBCOMPACT,Silver,Jun,AM6,Z,,2,209
D052,NSW,BMW,MID-SIZE,Silver,Dec,AS8,Z,4,2,209
D058,VIC,BMW,MID-SIZE,Green,Apr,AS8,Z,6,3,231
D005,NSW,MERCEDES-BENZ,STATION WAGON - SMALL,Blue,Jul,AM7,Z,4,2,215
D036,NSW,CHEVROLET,PICKUP TRUCK - SMALL,Unknown,Oct,A6,X,6,3.6,271
D047,VIC,CHEVROLET,SUV - SMALL,Silver,Jul,A6,E,4,2.4,227
D038,VIC,CHEVROLET,VAN - PASSENGER,White,Sep,A4,E,8,5.3,362
D035,VIC,FORD,PICKUP TRUCK - STANDARD,Red,Dec,AS6,X,8,5,324
D007,QLD,CHEVROLET,SUV - STANDARD,Red,Jan,A6,X,8,5.3,314
D050,NSW,ACURA,MID-SIZE,Black,May,AM7,Z,6,3.5,190
D021,QLD,JAGUAR,COMPACT,White,Jun,AS8,Z,6,3,238
D018,NSW,KIA,SUV - SMALL,Red,Apr,AS6,X,4,2.4,246
D028,NSW,BMW,SUBCOMPACT,White,Aug,AS8,Z,6,3,229
D002,VIC,CADILLAC,SUV - SMALL,White,Jul,AS9,Z,4,2,209
D012,SA,HONDA,COMPACT,Black,Jan,AV,X,4,2,163
D025,WA,NISSAN,PICKUP TRUCK - SMALL,Black,Oct,A5,X,6,4,292
D036,NSW,TOYOTA,MID-SIZE,White,Jun,AS8,X,4,2.5,173
D046,WA,GMC,SUV - SMALL,Black,Mar,A6,X,6,3.6,290
D027,VIC,BMW,COMPACT,Black,Apr,M6,Z,6,3,225
D029,NSW,MINI,SUBCOMPACT,Silver,Aug,AM7,Z,4,2,184
D001,WA,MASERATI,SUV - STANDARD,Black,Apr,AS8,Z,6,3,340
D012,SA,BMW,SUBCOMPACT,Black,Aug,AS8,Z,4,2,204
D017,VIC,DODGE,SUV - SMALL,Grey,Dec,A6,X,,3.6,285
D030,QLD,VOLKSWAGEN,COMPACT,Black,Sep,A6,X,4,2,216
D013,QLD,BMW,COMPACT,White,Jan,AS8,Z,6,6.6,183
D023,TAS,DODGE,MID-SIZE,Silver,Jan,M6,X,4,2.4,207
D044,NSW,FORD,SUV - SMALL,White,Jan,AS6,X,4,2.5,220
D047,VIC,LINCOLN,MID-SIZE,Orange,Sep,AS6,X,4,2,205
D060,NSW,MINI,COMPACT,Red,Aug,AS6,Z,,1.6,207
D038,VIC,BMW,SUV - SMALL,White,Nov,AS8,Z,4,2,223
D025,WA,SUBARU,SUV - SMALL,Grey,Sep,AV6,X,4,3,204
D054,QLD,HYUNDAI,COMPACT,White,Aug,AM7,X,4,,184
D003,WA,CHEVROLET,PICKUP TRUCK - SMALL,Black,Aug,A6,X,4,2.5,265
D034,VIC,MERCEDES-BENZ,SUV - STANDARD,White,Jul,A7,Z,8,5.5,357
D005,NSW,FORD,PICKUP TRUCK - STANDARD,White,Apr,A6,X,6,,264
D049,QLD,FORD,SUBCOMPACT,White,Sep,,X,4,1.6,175
D019,WA,VOLKSWAGEN,SUV - SMALL,,Nov,M6,Z,4,2,267
D025,WA,CADILLAC,MID-SIZE,White,Oct,AS8,Z,4,2,229
D024,SA,TOYOTA,SUV - STANDARD,White,May,AS5,X,6,4,294
D031,QLD,LINCOLN,SUV - SMALL,Black,Jun,AS8,X,4,2,250
D036,NSW,HYUNDAI,MID-SIZE,Brown,May,AS6,X,4,,143
D020,QLD,LEXUS,MID-SIZE,Red,Aug,AS10,X,4,2,168
D024,SA,PORSCHE,MINICOMPACT,Black,Sep,M7,Z,6,3,257
D042,WA,FORD,SUV - STANDARD,Black,Mar,AS6,X,6,3.5,303
D056,WA,VOLVO,COMPACT,Black,Aug,AS6,X,5,2.5,232
D033,VIC,HYUNDAI,MID-SIZE,Black,Oct,M6,X,4,2,187
D016,Unknown,ACURA,SUV - SMALL,Black,Mar,AS9,Z,6,3.5,251
D037,NSW,FORD,SUV - SMALL,Silver,Aug,AS6,X,4,1.6,220
D032,TAS,ACURA,SUV - SMALL,Black,Nov,AS6,Z,6,3.5,255
D001,WA,DODGE,FULL-SIZE,Black,May,A8,E,6,3.6,248
D007,QLD,AUDI,TWO-SEATER,White,Apr,M6,Z,8,4.2,407
D008,WA,ASTON MARTIN,MINICOMPACT,Silver,Jul,A8,Z,12,6,346
D030,QLD,BMW,COMPACT,White,Mar,M6,Z,6,3,273
D032,TAS,CHEVROLET,PICKUP TRUCK - STANDARD,Black,Nov,A6,E,8,5.3,277
D040,QLD,CADILLAC,MID-SIZE,Black,Jan,AS8,Z,4,2,222
D016,NSW,FORD,SPECIAL PURPOSE VEHICLE,White,Sep,AS6,X,4,2.5,251
D004,QLD,JEEP,SUV - SMALL,Blue,Oct,M6,X,6,3.6,277
D015,VIC,MERCEDES-BENZ,COMPACT,Silver,Apr,AS7,Z,8,4.7,304
D028,NSW,LEXUS,SUBCOMPACT,White,Feb,AS8,Z,8,5,289
D046,WA,JEEP,SUV - SMALL,Blue,Nov,A9,E,4,2.4,219
D029,NSW,RAM,PICKUP TRUCK - STANDARD,Black,Sep,A8,X,6,3.6,264
D004,QLD,VOLVO,STATION WAGON - SMALL,White,Mar,,Z,4,2,197
D039,NSW,HONDA,SUV - SMALL,Red,Jul,AV,X,4,1.5,181
D013,QLD,GMC,SUV - STANDARD,White,May,A9,X,6,3.6,269
D055,QLD,MERCEDES-BENZ,SUV - STANDARD,White,Mar,A9,D,6,3,246
D009,NSW,HYUNDAI,MID-SIZE,Silver,Dec,AM6,X,4,2,132
D012,SA,VOLKSWAGEN,SUV - SMALL,Silver,Apr,A6,Z,4,2,246
D020,QLD,CHRYSLER,MID-SIZE,Black,Oct,A9,X,4,2.4,196
D039,NSW,MERCEDES-BENZ,STATION WAGON - MID-SIZE,White,Apr,AS7,Z,6,3,253
D019,WA,DODGE,MID-SIZE,White,Jul,AM6,X,4,3,168
D040,QLD,MERCEDES-BENZ,TWO-SEATER,White,Aug,A9,Z,6,3,241
D055,QLD,KIA,SUV - SMALL,Black,Dec,AS6,X,4,2.4,231
D046,WA,LAMBORGHINI,TWO-SEATER,Red,Aug,AM7,Z,12,6.25,410.5
D016,NSW,LEXUS,MID-SIZE,Black,Apr,AV10,Z,6,3.5,214
D012,SA,SUBARU,STATION WAGON - SMALL,Blue,Nov,AV7,X,4,2,178
D049,QLD,MERCEDES-BENZ,SUV - STANDARD,Blue,Nov,A9,Z,6,3,276
D019,WA,FORD,SUBCOMPACT,Black,Jun,AS6,X,6,1.6,170
D046,WA,MAZDA,SUV - SMALL,Yellow,Oct,AS6,X,4,2.5,201
D023,TAS,MERCEDES-BENZ,MINICOMPACT,Red,Dec,AM7,Z,4,2,217
D026,NSW,RAM,PICKUP TRUCK - STANDARD,White,Nov,A8,D,6,3,243
D032,Unknown,HONDA,PICKUP TRUCK - STANDARD,Orange,Jun,A6,X,6,3.5,264
D014,WA,SUBARU,SUV - SMALL,Blue,Sep,AV8,Z,4,2,222
D010,VIC,CHRYSLER,FULL-SIZE,Grey,Oct,A8,X,6,3.6,242
D015,VIC,MERCEDES-BENZ,SUV - SMALL,White,Dec,AS7,Z,4,2,216
D045,WA,MERCEDES-BENZ,COMPACT,White,Jun,AS7,Z,4,2,190
D001,WA,INFINITI,MID-SIZE,Blue,Aug,AS7,Z,6,3,253
D016,NSW,KIA,FULL-SIZE,Silver,Mar,AM7,X,4,1.6,207
D027,VIC,CHEVROLET,MID-SIZE,White,Aug,AS6,Z,4,2,228
D027,VIC,AUDI,SUBCOMPACT,Grey,Jul,A6,Z,4,,209
D044,NSW,LEXUS,COMPACT,Silver,Nov,AV,X,4,1.8,131
D022,VIC,INFINITI,COMPACT,Grey,Feb,AS7,Z,6,3.5,193
D047,VIC,BMW,COMPACT,Black,Oct,AS8,Z,,3,233
D014,WA,MINI,MID-SIZE,Black,Jul,M6,Z,4,2,227
D052,NSW,HYUNDAI,COMPACT,Grey,Aug,AS6,X,4,1.6,193
D014,WA,LEXUS,SUV - STANDARD,White,Aug,AS8,Z,8,5.7,371
D040,QLD,FORD,PICKUP TRUCK - STANDARD,Silver,Dec,AS6,X,8,5,336
D052,NSW,MAZDA,MID-SIZE,Black,Jul,AS6,X,4,2,174
D007,QLD,TOYOTA,STATION WAGON - MID-SIZE,Red,Sep,AV,X,4,1.8,135
D031,QLD,TOYOTA,MID-SIZE,White,Dec,AS8,X,4,2.5,190
D056,WA,LINCOLN,SUV - STANDARD,Red,Jun,AS6,X,6,3.5,294
D056,WA,KIA,COMPACT,,Oct,AS6,X,4,1.6,218
D020,QLD,CHEVROLET,VAN - CARGO,Yellow,Mar,A4,X,8,5.3,380
D041,VIC,VOLKSWAGEN,COMPACT,Blue,Nov,,X,4,1.8,184
D015,VIC,GMC,SUV - STANDARD,Red,Mar,A6,E,8,5.3,294
D019,WA,BMW,FULL-SIZE,Black,Sep,AS8,Z,6,3,241
D043,QLD,MERCEDES-BENZ,SUBCOMPACT,Yellow,Aug,A9,Z,6,3,263
D031,QLD,KIA,MID-SIZE,Silver,Sep,AM6,X,4,2,132
D052,NSW,DODGE,MID-SIZE,Yellow,Dec,AM6,X,4,1.4,171
D048,NSW,NISSAN,MID-SIZE,Orange,Sep,AV,X,4,1.6,169
D010,VIC,BMW,COMPACT,Unknown,May,AS8,Z,6,3,223
D051,NSW,KIA,FULL-SIZE,Black,May,AS6,X,4,2.4,198
D031,QLD,GMC,VAN - CARGO,White,Apr,A4,X,8,5.3,366
D006,TAS,KIA,SUV - SMALL,Grey,Jun,AS6,X,6,3.3,270
D025,WA,PORSCHE,FULL-SIZE,Silver,Nov,AM8,Z,8,,261
D042,WA,JEEP,SUV - SMALL,Silver,Jul,A5,X,6,3.6,299
D025,WA,MERCEDES-BENZ,COMPACT,Silver,Feb,AS7,Z,6,3,228
D025,WA,CHEVROLET,PICKUP TRUCK - SMALL,Silver,Oct,A6,D,4,2.8,255
D054,QLD,FORD,FULL-SIZE,Black,Apr,AS6,X,6,3.5,274
D052,NSW,DODGE,FULL-SIZE,Silver,Apr,A8,X,8,5.7,289
D027,VIC,MINI,COMPACT,Black,Dec,M6,Z,4,1.6,200
D008,WA,LAND ROVER,SUV - SMALL,Red,Mar,AS8,Z,6,6.25,273
D050,NSW,JEEP,SUV - SMALL,Blue,Mar,,X,6,3.6,280
D040,QLD,BMW,COMPACT,Green,Jan,AS8,Z,4,2,207
D054,QLD,AUDI,SUV - STANDARD,Grey,May,AS8,Z,6,3,260
D006,TAS,HYUNDAI,COMPACT,White,Aug,M6,X,4,1.6,184
D052,NSW,VOLVO,COMPACT,Red,Nov,AS8,X,4,2,220
D031,QLD,HYUNDAI,COMPACT,,Jan,AM6,X,4,1.6,177
D017,VIC,SUBARU,MINICOMPACT,Silver,Apr,M6,Z,4,2,239
D016,NSW,NISSAN,SUV - STANDARD,White,Aug,AS7,X,8,5.6,364
D010,VIC,MAZDA,MID-SIZE,Red,Nov,M6,X,4,2.5,186
D054,QLD,FIAT,MINICOMPACT,Silver,Apr,A6,X,4,1.4,198
D030,QLD,CHEVROLET,PICKUP TRUCK - STANDARD,Red,May,A6,X,8,5.3,307
D052,NSW,DODGE,FULL-SIZE,White,Jun,A5,X,6,3.6,264
D043,QLD,HYUNDAI,SUV - SMALL,Black,Sep,AS6,X,4,3,253
D005,NSW,VOLVO,COMPACT,White,May,AS8,X,6,2,193
D047,VIC,MERCEDES-BENZ,MID-SIZE,Silver,Jan,AS7,D,4,2.1,194
D028,NSW,JEEP,SUV - SMALL,Blue,Jun,AV,X,4,2,235
D032,TAS,MINI,SUBCOMPACT,Black,Sep,AS6,Z,3,1.5,184
D019,WA,MERCEDES-BENZ,FULL-SIZE,Blue,Sep,AS7,Z,8,5.5,313
D037,NSW,KIA,STATION WAGON - SMALL,White,Oct,AM6,X,4,1.6,110
D044,NSW,LEXUS,SUV - SMALL,Blue,Apr,AS6,X,6,3.5,269
D025,WA,AUDI,SUBCOMPACT,Blue,May,M6,Z,4,2,210
D037,NSW,MITSUBISHI,SUV - SMALL,Black,Jun,,X,4,2.4,212
D012,SA,ROLLS-ROYCE,FULL-SIZE,Black,May,AS8,Z,12,6.25,387
D040,QLD,FORD,PICKUP TRUCK - STANDARD,Green,Jul,AS10,X,8,5,324
D060,NSW,MERCEDES-BENZ,MID-SIZE,Grey,Apr,A9,Z,8,4,265
D037,NSW,GMC,SUV - STANDARD,Blue,Oct,,E,8,5.3,299
D034,VIC,DODGE,SUV - SMALL,Red,Nov,A6,X,6,3.6,292
D042,WA,DODGE,MINIVAN,Silver,Feb,A6,E,6,3,262
D006,TAS,FORD,FULL-SIZE,White,Aug,AS6,X,6,3.5,239
D029,NSW,DODGE,MID-SIZE,White,Sep,AM6,X,4,,168
D047,VIC,LINCOLN,FULL-SIZE,Blue,Nov,AS6,X,6,3,290
D021,QLD,DODGE,SUV - STANDARD,Blue,Apr,A8,X,6,3.6,265
D014,WA,GMC,PICKUP TRUCK - STANDARD,Grey,May,A6,E,8,5.3,317
D010,VIC,LEXUS,SUBCOMPACT,White,Feb,AS10,Z,8,5,294
D007,QLD,FORD,SUV - STANDARD,Red,May,,X,6,3.5,321
D051,NSW,AUDI,SUBCOMPACT,Grey,Jan,AM7,Z,5,2.5,248
D024,SA,LEXUS,COMPACT,Silver,Jul,AS8,Z,4,2,220
D021,QLD,AUDI,TWO-SEATER,White,Sep,M6,Z,10,5.2,409
D015,VIC,MAZDA,COMPACT,White,Sep,M6,X,8,2,161
D002,VIC,VOLKSWAGEN,STATION WAGON - SMALL,Black,May,M6,X,4,1.4,172
D005,NSW,DODGE,MID-SIZE,Grey,May,A6,E,,6,195
D004,QLD,MERCEDES-BENZ,SUV - STANDARD,Black,Jun,A9,Z,8,4,378
D051,NSW,CADILLAC,MID-SIZE,Red,Jun,M6,Z,8,6.25,340
D018,NSW,CHRYSLER,MID-SIZE,Red,Oct,A9,X,6,3.6,252
D012,SA,HONDA,COMPACT,Grey,Apr,M6,X,4,2,173
D025,WA,CHEVROLET,SUV - SMALL,Grey,Sep,A9,X,6,3.6,265
D026,NSW,BMW,COMPACT,Red,Sep,M6,Z,6,3,247
D045,WA,LEXUS,SUV - SMALL,Unknown,Feb,AS6,Z,4,2,231
D018,NSW,PORSCHE,FULL-SIZE,Black,Dec,AM8,Z,8,4,313
D019,WA,BMW,FULL-SIZE,White,Jan,AS8,Z,12,6.25,354
D054,QLD,PORSCHE,MINICOMPACT,Silver,Mar,M7,Z,6,3,246
D051,NSW,DODGE,FULL-SIZE,Red,Aug,,Z,8,6.25,302
D045,WA,TOYOTA,PICKUP TRUCK - SMALL,Red,Aug,M6,X,6,3.5,292
D060,NSW,KIA,STATION WAGON - SMALL,Silver,May,M6,X,4,2,206
D029,NSW,BMW,SUV - SMALL,White,Aug,AS8,Z,4,2,215
D053,WA,VOLVO,STATION WAGON - SMALL,Orange,Jul,AS6,X,5,2.5,239
D044,NSW,BMW,COMPACT,Yellow,Sep,A8,Z,4,2,193
D016,NSW,FORD,SPECIAL PURPOSE VEHICLE,Grey,May,AS8,X,,2,214
D014,WA,MINI,MID-SIZE,Blue,Jun,AS8,Z,3,1.5,197
D015,VIC,CADILLAC,SUV - STANDARD,Grey,Jun,A8,Z,8,,317
D058,VIC,CHEVROLET,PICKUP TRUCK - STANDARD,Grey,Apr,A6,E,6,,294
D037,NSW,PORSCHE,TWO-SEATER,Orange,Dec,AM7,Z,4,2.5,230
D028,NSW,ACURA,COMPACT,Brown,Feb,AS9,Z,6,3,228
D019,WA,FORD,MID-SIZE,Black,Apr,AS6,X,4,1.5,203
D059,NSW,HONDA,MID-SIZE,Green,Mar,AV,X,4,2.4,180
D049,QLD,BMW,SUBCOMPACT,White,Jun,A8,Z,8,4.4,292
D051,NSW,MINI,SUBCOMPACT,Grey,Apr,M6,Z,4,2,212
D033,VIC,KIA,STATION WAGON - SMALL,Blue,Mar,AM6,X,4,1.6,110
D017,VIC,MINI,MID-SIZE,Silver,Oct,AS8,Z,4,2,210
D054,QLD,CHEVROLET,COMPACT,White,Apr,AS6,X,4,1.8,193
D056,WA,BMW,COMPACT,Unknown,Sep,M6,Z,6,3,242
D041,VIC,FORD,COMPACT,Grey,Feb,AS6,E,4,2,182
D011,VIC,MERCEDES-BENZ,SUBCOMPACT,Silver,Apr,A9,Z,8,4,282
D007,QLD,CHEVROLET,SUV - SMALL,Black,Aug,A9,X,4,2.5,232
D005,NSW,MERCEDES-BENZ,STATION WAGON - MID-SIZE,,Aug,A9,Z,8,4,299
D030,QLD,CHEVROLET,COMPACT,Orange,Jul,M6,X,4,1.4,167
D002,VIC,BMW,SUBCOMPACT,Silver,Nov,AS8,Z,4,2,208
D015,VIC,KIA,FULL-SIZE,Black,Apr,AM7,X,4,1.6,175
D057,VIC,HONDA,FULL-SIZE,White,Jan,M6,X,4,1.5,167
D031,QLD,AUDI,SUBCOMPACT,Red,Sep,AS8,Z,4,2,224
D033,VIC,HONDA,STATION WAGON - SMALL,Yellow,Apr,M6,X,4,1.5,256.5
D035,VIC,CADILLAC,MID-SIZE,White,Oct,AS6,X,6,3.6,260
D042,WA,MINI,MINICOMPACT,White,Jan,M6,Z,4,1.6,184
D056,WA,TOYOTA,MID-SIZE,Blue,Oct,AV,X,4,1.8,159
D047,VIC,GMC,PICKUP TRUCK - STANDARD,Black,Sep,A8,Z,8,6.2,331
D017,VIC,CHEVROLET,SUV - SMALL,Silver,Feb,M6,X,4,1.4,186
D003,WA,BMW,SUBCOMPACT,,Sep,AS8,Z,4,2,221
D041,VIC,MAZDA,COMPACT,Black,Sep,AS6,X,4,2,189
D029,NSW,RAM,SPECIAL PURPOSE VEHICLE,Silver,Jul,A9,X,4,2.4,225
D016,NSW,AUDI,FULL-SIZE,Black,Aug,AS8,Z,8,4,255
D015,VIC,MERCEDES-BENZ,SUBCOMPACT,Blue,Jun,AS7,Z,6,3.5,242
D014,WA,GENESIS,FULL-SIZE,Unknown,Sep,AS8,Z,8,5,311
D049,QLD,DODGE,MID-SIZE,Blue,Mar,A6,X,4,2,198
D028,NSW,AUDI,MID-SIZE,White,Dec,AS8,Z,6,3,232
D024,SA,LAND ROVER,SUV - SMALL,Red,Jul,AS8,D,4,2,229
D055,QLD,MAZDA,MID-SIZE,Grey,Aug,AS6,X,4,2.5,187
D012,SA,TOYOTA,MID-SIZE,White,Apr,M6,X,4,1.8,176
D004,Unknown,MERCEDES-BENZ,SUV - SMALL,White,Dec,AS7,D,4,2.1,230
D050,NSW,GENESIS,FULL-SIZE,Blue,May,AS8,X,6,3.8,276
D006,TAS,LEXUS,COMPACT,Red,Mar,AS8,Z,8,5,293
D015,VIC,MAZDA,TWO-SEATER,Blue,Aug,M6,Z,4,2,183
D058,VIC,JEEP,SUV - SMALL,Silver,Jan,A9,X,6,3.2,241
D035,VIC,TOYOTA,MID-SIZE,Grey,Jul,AV6,X,4,2.5,113
D031,QLD,ROLLS-ROYCE,FULL-SIZE,Black,Jun,A8,Z,12,6.25,393
D037,NSW,ROLLS-ROYCE,FULL-SIZE,Green,Nov,A8,Z,12,6.25,368
D020,QLD,HYUNDAI,SUV - SMALL,,Nov,A6,X,4,2,264
D040,QLD,NISSAN,SPECIAL PURPOSE VEHICLE,White,Feb,AV,X,4,2,216
D011,VIC,PORSCHE,FULL-SIZE,White,May,AM8,Z,8,4,279
D004,QLD,KIA,COMPACT,Blue,Jun,AS6,X,4,1.6,178
D049,QLD,HONDA,FULL-SIZE,Blue,Apr,M6,Z,4,1.5,167
D019,WA,VOLKSWAGEN,SUBCOMPACT,Blue,Jun,A6,Z,4,2,221
D032,TAS,HYUNDAI,FULL-SIZE,Black,Jul,AS6,X,4,2,198
D018,NSW,JEEP,SUV - SMALL,Blue,Jul,M6,X,4,2.4,221
D055,QLD,LEXUS,SUV - STANDARD,Blue,May,AV6,Z,6,3.5,185
D033,VIC,GMC,PICKUP TRUCK - STANDARD,White,Jul,A6,E,6,4.3,301
D006,TAS,NISSAN,SUV - SMALL,Orange,Sep,AV,X,6,3.5,253
D025,WA,MINI,COMPACT,Silver,Dec,AS6,Z,4,1.6,212
D028,NSW,MERCEDES-BENZ,TWO-SEATER,Black,Oct,AS7,Z,8,5.5,244
D060,NSW,AUDI,SUBCOMPACT,White,Jan,AM7,X,4,2,225
D010,VIC,BMW,FULL-SIZE,Red,Jun,AS8,Z,8,4.4,283
D042,WA,FORD,SUV - STANDARD,White,Sep,AS6,X,6,3.5,322
D026,NSW,PORSCHE,MINICOMPACT,White,Feb,M7,Z,6,3,243
D051,NSW,GENESIS,COMPACT,White,Feb,M6,Z,4,2,255
D010,VIC,DODGE,FULL-SIZE,Orange,Jul,A8,X,6,3.6,242
D022,VIC,BENTLEY,SUBCOMPACT,Black,Apr,AS8,Z,12,16.8,380
D025,WA,VOLVO,COMPACT,Silver,Dec,AS6,X,6,3,259
D026,NSW,INFINITI,MID-SIZE,Brown,Apr,AS7,Z,6,3,261
D020,QLD,FORD,SUV - STANDARD,White,Apr,AS6,X,6,3.5,278
D058,VIC,RAM,PICKUP TRUCK - STANDARD,Red,Jun,A8,X,6,,280
D018,NSW,LINCOLN,SUV - SMALL,White,May,AS6,X,4,2.3,258
D036,NSW,BMW,SUV - STANDARD,,May,AS8,Z,8,4.4,294
D033,VIC,NISSAN,COMPACT,White,Oct,,X,4,1.6,188
D054,QLD,BMW,SUV - STANDARD,Silver,Jul,AS8,Z,8,4.4,341
D002,VIC,JEEP,SUV - SMALL,Grey,May,A9,X,4,2.4,230
D002,VIC,CADILLAC,SUV - STANDARD,Silver,Oct,,Z,8,6.2,338
D029,NSW,RAM,PICKUP TRUCK - STANDARD,Silver,Jun,A8,X,8,5.7,290
D035,VIC,CHEVROLET,PICKUP TRUCK - SMALL,Red,Sep,A6,D,4,2.8,257
D054,QLD,MINI,TWO-SEATER,Silver,May,M6,Z,4,1.6,186
D015,VIC,TOYOTA,COMPACT,Red,Nov,AV,X,4,,106
D037,NSW,CADILLAC,SUV - SMALL,Grey,Sep,AS8,X,6,,245
D017,VIC,AUDI,MID-SIZE,Silver,Dec,,Z,6,3,258
D009,NSW,LEXUS,COMPACT,Grey,Oct,AS6,Z,6,3.5,254
D046,WA,MERCEDES-BENZ,COMPACT,White,Oct,AS7,Z,6,3,252
D020,QLD,NISSAN,SUV - SMALL,Blue,Dec,AV,X,6,2.5,191
D033,VIC,CADILLAC,MID-SIZE,Red,May,AS8,Z,6,3.6,294
D011,VIC,LEXUS,COMPACT,White,Feb,AS6,Z,6,2.5,221
D007,QLD,JEEP,SUV - SMALL,Yellow,Oct,M6,X,4,,203
D006,TAS,JAGUAR,SUV - SMALL,Black,Jan,AS8,Z,6,3,277
D026,NSW,HONDA,MID-SIZE,Black,Feb,A6,X,6,3.5,209
D017,VIC,PORSCHE,MINICOMPACT,Black,Jul,M7,Z,6,3,237
D010,VIC,HYUNDAI,SUV - SMALL,Red,Jul,AS8,X,4,2,255
D023,TAS,JEEP,SUV - SMALL,Red,Oct,A9,X,6,3.2,240
D008,WA,MERCEDES-BENZ,COMPACT,Black,Nov,AS7,Z,8,5.5,301
D019,WA,CADILLAC,COMPACT,Grey,May,AS8,Z,4,2,217
D024,SA,BENTLEY,COMPACT,White,Feb,AS8,Z,6,6,360
D020,QLD,JEEP,SUV - SMALL,White,Apr,A8,X,6,3.6,274
D048,NSW,GMC,PICKUP TRUCK - STANDARD,White,Jan,A6,X,8,5.3,317
D025,WA,MINI,MINICOMPACT,Black,Oct,A6,Z,4,1.6,179
D057,VIC,JEEP,SUV - SMALL,Black,Sep,AV,X,4,2.4,259
D057,VIC,DODGE,MID-SIZE,Grey,Jun,A8,Z,8,6.2,339
D018,NSW,CHEVROLET,COMPACT,White,Feb,M6,X,4,1.4,189
D029,NSW,NISSAN,MID-SIZE,Black,Nov,AV,Z,6,3.5,251
D043,QLD,PORSCHE,SUV - STANDARD,Silver,Sep,A8,D,6,3,277
D014,WA,CHEVROLET,PICKUP TRUCK - STANDARD,White,Nov,A10,D,6,3,252
D002,VIC,VOLVO,STATION WAGON - SMALL,White,Jan,AS8,Z,4,2,218
D053,WA,HONDA,STATION WAGON - SMALL,Red,Dec,AV7,X,4,1.8,199
D052,NSW,FORD,MID-SIZE,Black,Jun,A6,X,4,2.5,223
D060,NSW,TOYOTA,PICKUP TRUCK - STANDARD,Silver,Dec,AS6,X,8,5.7,380
D010,VIC,MERCEDES-BENZ,SUV - STANDARD,Black,Mar,AS7,Z,8,5.5,363
D022,VIC,PORSCHE,TWO-SEATER,Black,Dec,M6,Z,4,2,229
D024,SA,INFINITI,SUBCOMPACT,Blue,Apr,AS7,Z,6,3,251
D034,VIC,BMW,SUBCOMPACT,Silver,Oct,M6,Z,6,3,255
D014,WA,VOLKSWAGEN,SUV - SMALL,White,Apr,M6,Z,4,2,258
D027,VIC,HONDA,SUV - SMALL,Silver,Sep,,X,6,3.5,276
D053,WA,GMC,VAN - CARGO,White,Jul,A4,X,8,5.3,380
D004,QLD,GMC,SUV - STANDARD,Silver,Aug,A6,X,8,5.3,304
D015,VIC,LEXUS,SUBCOMPACT,Blue,Apr,AS10,Z,8,5,294
D040,QLD,MINI,SUBCOMPACT,White,Nov,AS6,Z,4,2,189
D057,VIC,LINCOLN,MID-SIZE,Black,May,AS6,X,6,3,278
D022,VIC,BMW,STATION WAGON - SMALL,Silver,Sep,A8,D,4,2,181
D015,VIC,INFINITI,SUV - SMALL,Silver,Jul,AV8,Z,4,2,211
D014,WA,AUDI,SUV - SMALL,White,Jan,AS8,Z,4,2,246
D004,QLD,CHEVROLET,PICKUP TRUCK - STANDARD,Grey,Sep,A8,Z,8,6.2,331
D005,NSW,FORD,PICKUP TRUCK - STANDARD,White,Aug,AS10,X,6,3.5,298
D046,WA,MINI,MID-SIZE,Silver,Oct,AS8,Z,4,2,215
D024,SA,DODGE,SUV - SMALL,,Feb,A6,E,6,3.6,274
D029,NSW,KIA,STATION WAGON - MID-SIZE,White,Dec,M6,X,4,3,220
D048,NSW,CHEVROLET,PICKUP TRUCK - STANDARD,Silver,Nov,A6,X,8,5.3,350
D046,WA,GMC,VAN - PASSENGER,,Jun,A6,X,8,6,410.5
D046,WA,NISSAN,TWO-SEATER,Yellow,Jun,AS7,Z,6,3.7,270
D048,NSW,HYUNDAI,SUV - SMALL,Red,Apr,AS6,X,4,2.4,244
D039,NSW,LEXUS,SUV - STANDARD,Black,May,,Z,6,3.5,185
D056,WA,FORD,PICKUP TRUCK - STANDARD,Silver,Dec,AS10,X,6,3.5,295
D055,QLD,GENESIS,COMPACT,Red,Apr,AS8,Z,4,2,238
D034,VIC,INFINITI,SUBCOMPACT,White,Jan,,Z,6,3.7,267
D034,VIC,DODGE,SUV - STANDARD,Orange,Feb,A8,X,8,5.7,331
